"","processo","digital","situacao","cd_processo","v1","area","assunto","classe","distribuicao","orgao_julgador","origem","outros_numeros","processo_principal","recurso","relator","revisor","secao","ultima_carga","valor_da_acao","volume_apenso"
"5375","22612594620218260000",TRUE,"Julgado","RI006NMIF0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 10ª Câmara de Direito Privado
","Comarca de Mauá / Foro de Mauá / 5ª V.CÍVEL","
                            
                            
                                    241/2018
                            
                        ",NA,NA,"JAIR DE SOUZA",NA," Direito Privado 1
",NA,"100.000,00","1 / 0"
"5376","22614823320208260000",TRUE,"Arquivado administrativamente","RI0064UES0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 5ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Itaquera / 2ª Vara Cível","
                            
                            
                                    2409/2015
                            
                        ",NA,NA,"A.C.MATHIAS COLTRO",NA," Direito Privado 1
",NA,"1.576.000,00","1 / 0"
"5377","22617687420218260000",TRUE,"Arquivado administrativamente","RI006NN780000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 9ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 40ª Vara Cível","
                            
                            
                                    2059/2020
                            
                        ",NA,NA,"GALDINO TOLEDO JÚNIOR",NA," Direito Privado 1
",NA,"1.000,00","1 / 0"
"5378","22618252920208260000",FALSE,NA,"RI0064V4V0000","
                        
                            
                        
                    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5379","22618252920208260000",FALSE,NA,"RI0064V4V0000"," 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5380","22618784420198260000",TRUE,"Arquivado administrativamente","RI005N2T20000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 9ª Câmara de Direito Privado
","Comarca de Guarulhos / Foro de Guarulhos / 3ª Vara Cível","
                            
                            
                                    001325/2017
                            
                        ",NA,NA,"ANGELA LOPES",NA," Direito Privado 1
",NA,"1.000,00","1 / 0"
"5381","22620302420218260000",TRUE,"Arquivado administrativamente","RI006NNWO0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 8ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 9ª Vara Cível","
                            
                            
                                    1522/2021
                            
                        ",NA,NA,"CLARA MARIA ARAÚJO XAVIER",NA," Direito Privado 1
",NA,"251.757,60","1 / 0"
"5382","22620675120218260000",TRUE,"Arquivado administrativamente","RI006NO0A0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 4ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 41ª Vara Cível","
                            
                            
                                    1751/2021
                            
                        ",NA,NA,"MAURÍCIO CAMPOS DA SILVA VELHO",NA," Direito Privado 1
",NA,"34.359,64","1 / 0"
"5383","22621151020218260000",TRUE,"Arquivado administrativamente","RI006NO490000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 7ª Câmara de Direito Privado
","Comarca de Itapetininga / Foro de Itapetininga / 3ª Vara Cível","
                            
                            
                                    523/2021
                            
                        ",NA,NA,"LUIZ ANTONIO COSTA",NA," Direito Privado 1
",NA,"1.000,00","1 / 0"
"5384","22624076320198260000",TRUE,"Arquivado administrativamente","RI005N3UD0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 7ª Câmara de Direito Privado
","Comarca de Promissão / Foro de Promissão / 1ª Vara Judicial","
                            
                            
                                    001544/2018
                            
                        ",NA,NA,"MIGUEL BRANDI",NA," Direito Privado 1
",NA,"120.000,00","1 / 0"
"5385","22627436720198260000",TRUE,"Arquivado administrativamente","RI005N4P50000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 6ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 25ª Vara Cível","
                            
                            
                                    362/2010
                            
                        ",NA,NA,"COSTA NETTO",NA," Direito Privado 1
",NA,NA,"1 / 0"
"5386","22631969120218260000",TRUE,"Arquivado administrativamente","RI006NQF60000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 7ª Câmara de Direito Privado
","Comarca de Santos / Foro de Santos / 9ª. Vara Cível","
                            
                            
                                    1188/2015
                            
                        ",NA,NA,"LUIZ ANTONIO COSTA",NA," Direito Privado 1
",NA,"10.000,00","1 / 0"
"5387","22632338420228260000",TRUE,"Arquivado administrativamente","RI007702Y0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 5ª Câmara de Direito Privado
","Comarca de Ribeirão Preto / Foro de Ribeirão Preto / 5ª Vara Cível",NA,NA,NA,"JAMES SIANO",NA," Direito Privado 1
",NA,"1.000,00","1 / 0"
"5388","22633050820218260000",TRUE,"Arquivado administrativamente","RI006NQOK0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 4ª Câmara de Direito Privado
","Comarca de São Caetano do Sul / Foro de São Caetano do Sul / 1ª Vara Cível","
                            
                            
                                    1145/2020
                            
                        ",NA,NA,"ENIO ZULIANI",NA," Direito Privado 1
",NA,"100.000,00","1 / 0"
"5389","22633297020208260000",TRUE,"Arquivado administrativamente","RI0064YIQ0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 4ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Santo Amaro / 13ª Vara Cível","
                            
                            
                                    2215/2020
                            
                        ",NA,NA,"MARCIA DALLA DÉA BARONE",NA," Direito Privado 1
",NA,"210.000,00","1 / 0"
"5390","22636299520218260000",TRUE,"Arquivado administrativamente","RI006NRGM0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 5ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 44ª Vara Cível","
                            
                            
                                    0034826.19.2018.8.26.0100
                            
                        ",NA,NA,"JAMES SIANO",NA," Direito Privado 1
",NA,"295.825,20","1 / 0"
"5391","22636301720208260000",TRUE,"Arquivado administrativamente","RI0064ZD00000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 1ª Câmara de Direito Privado
","Comarca de Espírito Santo do Pinhal / Foro de Espirito Santo do Pinhal / 1ª Vara","
                            
                            
                                    653/2020
                            
                        ",NA,NA,"RUI CASCALDI",NA," Direito Privado 1
",NA,"100.000,00","1 / 0"
"5392","22637162220198260000",TRUE,"Arquivado administrativamente","RI005N7020000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 1ª Câmara de Direito Privado
","Comarca de Presidente Venceslau / Foro de Presidente Venceslau / 3ª Vara","
                            
                            
                                    000161/2013, 048.32.0130.001377
                            
                        ",NA,NA,"CHRISTINE SANTINI",NA," Direito Privado 1
",NA,NA,"1 / 0"
"5393","22638069320208260000",TRUE,"Arquivado administrativamente","RI0064ZRI0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 5ª Câmara de Direito Privado
","Comarca de Caraguatatuba / Foro de Caraguatatuba / 1° Vara Cível","
                            
                            
                                    1210/2018
                            
                        ",NA,NA,"JAMES SIANO",NA," Direito Privado 1
",NA,"1.000,00","1 / 0"
"5394","22638528220208260000",TRUE,"Arquivado administrativamente","RI0064ZW10000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 3ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 38ª Vara Cível","
                            
                            
                                    2029/2015
                            
                        ",NA,NA,"MARIA DO CARMO HONÓRIO",NA," Direito Privado 1
",NA,"300.551,17","1 / 0"
"5395","22638882720208260000",TRUE,"Arquivado administrativamente","RI006500I0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 2ª Câmara de Direito Privado
","Comarca de Santos / Foro de Santos / 3ª. Vara Cível","
                            
                            
                                    369/2017
                            
                        ",NA,NA,"JOSÉ CARLOS FERREIRA ALVES",NA," Direito Privado 1
",NA,"66.176,64","1 / 0"
"5396","22639665520198260000",TRUE,"Arquivado administrativamente","RI005N7NE0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 1ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Santo Amaro / 7ª Vara Cível","
                            
                            
                                    2071/2019
                            
                        ",NA,NA,"LUIZ ANTONIO DE GODOY",NA," Direito Privado 1
",NA,"200.000,00","1 / 0"
"5397","22640031420218260000",TRUE,"Arquivado administrativamente","RI006NS3S0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 8ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 37ª Vara Cível","
                            
                            
                                    1566/2021
                            
                        ",NA,NA,"THEODURETO CAMARGO",NA," Direito Privado 1
",NA,"5.000,00","1 / 0"
"5398","22640805720208260000",FALSE,NA,"RI00650BS0000","
                        
                            
                        
                    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5399","22640805720208260000",FALSE,NA,"RI00650BS0000"," 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5400","22642387820218260000",TRUE,"Arquivado administrativamente","RI006NSJ80000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 3ª Câmara de Direito Privado
","Comarca de Campinas / Foro de Campinas / 1ª. Vara Cível","
                            
                            
                                    1726/2021
                            
                        ",NA,NA,"DONEGÁ MORANDINI",NA," Direito Privado 1
",NA,"150.000,00","1 / 0"
"5401","22642840420208260000",FALSE,NA,"RI00650PW0000","
                        
                            
                        
                    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5402","22642840420208260000",FALSE,NA,"RI00650PW0000"," 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5403","22643187620208260000",TRUE,"Arquivado administrativamente","RI00650TG0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 10ª Câmara de Direito Privado
","Comarca de Santos / Foro de Santos / 4ª Vara Cível","
                            
                            
                                    626/2020
                            
                        ",NA,NA,"COELHO MENDES",NA," Direito Privado 1
",NA,"150.000,00","1 / 0"
"5404","22644746420208260000",TRUE,"Arquivado administrativamente","RI00651AZ0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 9ª Câmara de Direito Privado
","Comarca de Itapeva / Foro de Itapeva / 2ª Vara","
                            
                            
                                    0894/2020
                            
                        ",NA,NA,"PIVA RODRIGUES",NA," Direito Privado 1
",NA,"150.000,00","1 / 0"
"5405","22645225720198260000",TRUE,"Arquivado administrativamente","RI005N9QT0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 9ª Câmara de Direito Privado
","Comarca de Arujá / Foro de Arujá / 1ª Vara","
                            
                            
                                    2936/2016
                            
                        ",NA,NA,"ANGELA LOPES",NA," Direito Privado 1
",NA,"50.000,00","1 / 0"
"5406","22645976220208260000",TRUE,"Arquivado administrativamente","RI00651MU0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 8ª Câmara de Direito Privado
","Comarca de Sorocaba / Foro de Sorocaba / 4ª. Vara Cível","
                            
                            
                                    2756/2013
                            
                        ",NA,NA,"SALLES ROSSI",NA," Direito Privado 1
",NA,"1.000,00","1 / 0"
"5407","22646460620208260000",TRUE,"Arquivado administrativamente","RI00651QQ0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 3ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Santana / 5ª Vara Cível","
                            
                            
                                    1087/2020
                            
                        ",NA,NA,"DONEGÁ MORANDINI",NA," Direito Privado 1
",NA,"26.266,97","1 / 0"
"5408","22646951320218260000",TRUE,"Arquivado administrativamente","RI006NTLE0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 5ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 6ª Vara Cível","
                            
                            
                                    149/2013
                            
                        ",NA,NA,"A.C.MATHIAS COLTRO",NA," Direito Privado 1
",NA,NA,"1 / 0"
"5409","22653727720208260000",TRUE,"Arquivado administrativamente","RI00654BL0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 2ª Câmara de Direito Privado
","Comarca de Sertãozinho / Foro de Sertãozinho / 2ª Vara Cível","
                            
                            
                                    706/2020
                            
                        ",NA,NA,"JOSÉ CARLOS FERREIRA ALVES",NA," Direito Privado 1
",NA,"500.000,00","1 / 0"
"5410","22656541820208260000",TRUE,"Arquivado administrativamente","RI00654IZ0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 4ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 30ª Vara Cível","
                            
                            
                                    001693/2020
                            
                        ",NA,NA,"FÁBIO QUADROS",NA," Direito Privado 1
",NA,"106.400,00","1 / 0"
"5411","22659345220218260000",TRUE,"Arquivado administrativamente","RI006NWMY0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 1ª Câmara de Direito Privado
","Comarca de Ribeirão Preto / Foro de Ribeirão Preto / 8ª Vara Cível","
                            
                            
                                    1477/1998
                            
                        ",NA,NA,"FRANCISCO LOUREIRO",NA," Direito Privado 1
",NA,NA,"1 / 0"
"5412","22659734920218260000",TRUE,"Arquivado administrativamente","RI006NWLE0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 1ª Câmara de Direito Privado
","Comarca de Lins / Foro de Lins / 3ª Vara Cível","
                            
                            
                                    1245/2021
                            
                        ",NA,NA,"ENÉAS COSTA GARCIA",NA," Direito Privado 1
",NA,"1.000,00","1 / 0"
"5413","22660855220208260000",TRUE,"Arquivado administrativamente","RI00654WQ0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 10ª Câmara de Direito Privado
","Comarca de Itararé / Foro de Itararé / 2ª Vara","
                            
                            
                                    234/2007
                            
                        ",NA,NA,"ELCIO TRUJILLO",NA," Direito Privado 1
",NA,NA,"1 / 0"
"5414","22661671520228260000",TRUE,"Julgado","RI00777CD0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 10ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Itaquera / 2ª Vara Cível",NA,NA,NA,"GILBERTO CRUZ",NA," Direito Privado 1
",NA,"100.000,00","1 / 0"
"5415","22661963620208260000",TRUE,"Arquivado administrativamente","RI00654YS0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 7ª Câmara de Direito Privado
","Comarca de Votuporanga / Foro de Votuporanga / 4ª Vara Cível","
                            
                            
                                    797/2020
                            
                        ",NA,NA,"RÔMOLO RUSSO",NA," Direito Privado 1
",NA,"11.760,00","1 / 0"
"5416","22665976920198260000",TRUE,"Arquivado administrativamente","RI005NF1L0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 7ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 28ª Vara Cível","
                            
                            
                                    001930/2019
                            
                        ",NA,NA,"MIGUEL BRANDI",NA," Direito Privado 1
",NA,"762.901,17","1 / 0"
"5417","22666891320208260000",TRUE,"Arquivado administrativamente","RI00655QC0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Ação Rescisória
",NA," 1º Grupo de Direito Privado
","Comarca de São José do Rio Preto / Foro de São José do Rio Preto / 7ª Vara Cível","
                            
                            
                                    2010/2015
                            
                        ",NA,NA,"JOSÉ JOAQUIM DOS SANTOS",NA," Direito Privado 1
",NA,NA,"1 / 0"
"5418","22667648120228260000",TRUE,"Arquivado administrativamente","RI00778630000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 6ª Câmara de Direito Privado
","Comarca de Ribeirão Preto / Foro de Ribeirão Preto / 10ª Vara Cível",NA,NA,NA,"VITO GUGLIELMI",NA," Direito Privado 1
",NA,"1.000,00","1 / 0"
"5419","22667930520208260000",FALSE,NA,"RI006560O0000","
                        
                            
                        
                    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5420","22667930520208260000",FALSE,NA,"RI006560O0000"," 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5421","22668095620208260000",TRUE,"Arquivado administrativamente","RI006561Q0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 3ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Santo Amaro / 4ª Vara Cível","
                            
                            
                                    1631/2011
                            
                        ",NA,NA,"CARLOS ALBERTO DE SALLES",NA," Direito Privado 1
",NA,"9.698,67","1 / 0"
"5422","22673120920228260000",TRUE,"Arquivado administrativamente","RI00779SL0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 2ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Santana / 1ª Vara Cível",NA,NA,NA,"HERTHA HELENA DE OLIVEIRA",NA," Direito Privado 1
",NA,"1.000,00","1 / 0"
"5423","22673289420218260000",TRUE,"Arquivado administrativamente","RI006NZUD0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 2ª Câmara de Direito Privado
","Comarca de Carapicuíba / Foro de Carapicuíba / 3ª Vara Cível","
                            
                            
                                    622/2020
                            
                        ",NA,NA,"JOSÉ JOAQUIM DOS SANTOS",NA," Direito Privado 1
",NA,"106.872,00","1 / 0"
"5424","22674129520218260000",TRUE,"Arquivado administrativamente","RI006O05K0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 10ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 5ª Vara Cível","
                            
                            
                                    2108/2013
                            
                        ",NA,NA,"JAIR DE SOUZA",NA," Direito Privado 1
",NA,"210.428,48","1 / 0"
"5425","22675531720218260000",TRUE,"Arquivado administrativamente","RI006O0FX0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 7ª Câmara de Direito Privado
","Comarca de Cotia / Foro de Cotia / 1ª Vara Cível","
                            
                            
                                    873/2021
                            
                        ",NA,NA,"LUIS MARIO GALBETTI",NA," Direito Privado 1
",NA,"400.000,00","1 / 0"
"5426","22675560620208260000",TRUE,"Arquivado administrativamente","RI00657QI0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 2ª Câmara de Direito Privado
","Comarca de Santos / Foro de Santos / 9ª. Vara Cível","
                            
                            
                                    981/2014
                            
                        ",NA,NA,"GIFFONI FERREIRA",NA," Direito Privado 1
",NA,"131.054,00","1 / 0"
"5427","22681407320208260000",TRUE,"Arquivado administrativamente","RI006593V0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 2ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 10ª Vara Cível","
                            
                            
                                    1814/2015
                            
                        ",NA,NA,"JOSÉ CARLOS FERREIRA ALVES",NA," Direito Privado 1
",NA,"1.418.400,00","1 / 0"
"5428","22681562720208260000",TRUE,"Arquivado administrativamente","RI006596C0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 6ª Câmara de Direito Privado
","Comarca de São Bernardo do Campo / Foro de São Bernardo do Campo / 7ª Vara Cível","
                            
                            
                                    0924/2020
                            
                        ",NA,NA,"PAULO ALCIDES",NA," Direito Privado 1
",NA,"1.000,00","1 / 0"
"5429","22683659320208260000",TRUE,"Arquivado administrativamente","RI00659OS0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 1ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Santana / 1ª Vara Cível","
                            
                            
                                    1903/2019
                            
                        ",NA,NA,"CLAUDIO GODOY",NA," Direito Privado 1
",NA,"400.000,00","1 / 0"
"5430","22684109720208260000",TRUE,"Arquivado administrativamente","RI00659S70000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 2ª Câmara de Direito Privado
","Comarca de Osasco / Foro de Osasco / 6ª Vara Cível","
                            
                            
                                    1796/2014
                            
                        ",NA,NA,"JOSÉ CARLOS FERREIRA ALVES",NA," Direito Privado 1
",NA,"900.262,26","1 / 0"
"5431","22685826820228260000",TRUE,"Arquivado administrativamente","RI0077C5F0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 7ª Câmara de Direito Privado
","Comarca de Cubatão / Foro de Cubatão / 1ª Vara",NA,NA,NA,"ADEMIR MODESTO DE SOUZA",NA," Direito Privado 1
",NA,"1.000,00","1 / 0"
"5432","22688927920198260000",TRUE,"Arquivado administrativamente","RI005NL1Z0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 10ª Câmara de Direito Privado
","Comarca de Ituverava / Foro de Ituverava / 2ª Vara","
                            
                            
                                    001067/2019
                            
                        ",NA,NA,"SILVIA MARIA FACCHINA ESPÓSITO MARTINEZ",NA," Direito Privado 1
",NA,"30.715,00","1 / 0"
"5433","22689821920218260000",TRUE,"Arquivado administrativamente","RI006O3S30000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 7ª Câmara de Direito Privado
","Comarca de Vargem Grande Paulista / Foro de Vargem Grande Paulista / Vara Única","
                            
                            
                                    440/2021
                            
                        ",NA,NA,"MIGUEL BRANDI",NA," Direito Privado 1
",NA,"50.000,00","1 / 0"
"5434","22691352320198260000",TRUE,"Arquivado administrativamente","RI005NLTR0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 10ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 12ª Vara Cível","
                            
                            
                                    001045/2019
                            
                        ",NA,NA,"COELHO MENDES",NA," Direito Privado 1
",NA,"20.000,00","1 / 0"
"5435","22692350720218260000",TRUE,"Arquivado administrativamente","RI006O47R0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 8ª Câmara de Direito Privado
","Comarca de Guaratinguetá / Foro de Guaratinguetá / 4ª Vara","
                            
                            
                                    792/2020
                            
                        ",NA,NA,"SILVÉRIO DA SILVA",NA," Direito Privado 1
",NA,"1.000,00","1 / 0"
"5436","22692634320198260000",TRUE,"Arquivado administrativamente","RI005NM8D0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 1ª Câmara de Direito Privado
","Comarca de São Bernardo do Campo / Foro de São Bernardo do Campo / 2ª Vara Cível","
                            
                            
                                    2122/2014
                            
                        ",NA,NA,"CHRISTINE SANTINI",NA," Direito Privado 1
",NA,"325.800,00","1 / 0"
"5437","22693251520218260000",TRUE,"Arquivado administrativamente","RI006O4BB0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 7ª Câmara de Direito Privado
","Comarca de São José do Rio Preto / Foro de São José do Rio Preto / 5ª Vara Cível","
                            
                            
                                    1208/2020
                            
                        ",NA,NA,"LUIZ ANTONIO COSTA",NA," Direito Privado 1
",NA,"104.500,00","1 / 0"
"5438","22695223820198260000",TRUE,"Arquivado administrativamente","RI005NMOX0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 8ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Santo Amaro / 4ª Vara Cível","
                            
                            
                                    1271/2018
                            
                        ",NA,NA,"THEODURETO CAMARGO",NA," Direito Privado 1
",NA,"20.000,00","1 / 0"
"5439","22695238620208260000",TRUE,"Arquivado administrativamente","RI0065C3Z0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 2ª Câmara de Direito Privado
","Comarca de Ribeirão Pires / Foro de Ribeirão Pires / 1ª Vara","
                            
                            
                                    0192/2019
                            
                        ",NA,NA,"REZENDE SILVEIRA",NA," Direito Privado 1
",NA,"1.000,00","1 / 0"
"5440","22695345220198260000",TRUE,"Arquivado administrativamente","RI005NMPQ0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Agravo de Instrumento
",NA," 7ª Câmara de Direito Privado
","Comarca de Campinas / Foro de Campinas / 10ª. Vara Cível","
                            
                            
                                    2707/2019
                            
                        ",NA,NA,"LUIS MARIO GALBETTI",NA," Direito Privado 1
",NA,"60.000,00","1 / 0"
